Region,Region_Name,Period,Secondary Culture,Area (ha),Culture,Cultivation practices,Type of crop,Sowing method,Sowing method name,Variety Name,Variety type,Variety type name,Variety cycle,Cultivation conditions,Cultivation_condition,Cause of poor conditions,Quantity of seeds used (kg),Classified seed quantity (kg),Type of spacing,Type of irrigation,Type of irrigation name,Quantity of organic fertiliser (kg),Quantity of chemical fertiliser (kg),Quantity of plant protection product (L),Agricultural Equipment,Agricultural Equipment Name,Harvester used,Destination production,Destination production name,Technical support,Technical support name,Estimated production (tonnes),Number of growing days,Dry weight (g/m2) /1001,Humidity level/10 (%),Weight of rice without moisture (g/m2) /1000,Yield (T/Ha)
5,Vatovavy,1,0,0.88,1,1,1,1,Random transplanting,61,2,Local/traditional variety,2,2,Poor,2,49,1,4,3,Rain water irrigation,9.68,77.44,2.64,1,Manual Equipment,2,1,Sale,1,Financial aid,4.4,55,0.016896,0.36,0.016835174,0.168351744
4,Boeny,1,0,0.67,1,1,1,2,In-line transplanting,61,2,Local/traditional variety,2,3,Average,3,34,1,3,3,Rain water irrigation,84.42,38.86,3.35,1,Manual Equipment,2,1,Sale,1,Financial aid,3.35,45,0.012864,0.18,0.012840845,0.128408448
1,Bongolava,2,0,3.12,1,1,3,1,Random transplanting,61,2,Local/traditional variety,2,4,Good,0,127,2,4,2,Motorised irrigation,165.36,87.36,21.84,2,Animal Drawn Equipment,1,3,Both,4,Support/Advice,9.36,145,0.351312,0.13,0.350855294,3.508552944
4,Boeny,1,0,0.37,1,1,1,1,Random transplanting,61,2,Local/traditional variety,2,2,Poor,2,22,1,3,3,Rain water irrigation,34.78,35.52,3.33,1,Manual Equipment,2,1,Sale,1,Financial aid,1.11,62,0.07104,0.14,0.070940544,0.70940544
3,Diana,2,0,2.62,1,1,3,1,Random transplanting,61,2,Local/traditional variety,2,3,Average,3,153,2,4,2,Motorised irrigation,107.42,62.88,23.58,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,7.86,142,0.295012,0.13,0.294628484,2.946284844
4,Boeny,1,0,0.91,1,1,1,1,Random transplanting,61,2,Local/traditional variety,2,1,Very poor,3,50,1,4,3,Rain water irrigation,63.7,27.3,6.37,1,Manual Equipment,2,3,Both,1,Financial aid,2.73,65,0.017472,0.17,0.017442298,0.174422976
2,Itasy,2,0,1.41,1,1,3,1,Random transplanting,61,2,Local/traditional variety,2,4,Good,0,50,1,4,1,Gravity irrigation,198.81,74.73,4.23,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,4.23,166,0.027072,0.22,0.027012442,0.270124416
2,Itasy,2,0,1.34,1,1,3,2,In-line transplanting,61,2,Local/traditional variety,2,2,Poor,3,31,1,4,1,Gravity irrigation,147.4,34.84,4.02,2,Animal Drawn Equipment,1,3,Both,2,Seed Donation,4.02,88,0.025728,0.15,0.025689408,0.25689408
3,Diana,2,0,2.95,1,1,3,1,Random transplanting,61,2,Local/traditional variety,2,2,Poor,2,122,2,3,2,Motorised irrigation,53.1,165.2,11.8,2,Animal Drawn Equipment,1,2,Self-Consumption,3,Training,8.85,165,0.33217,0.1,0.33183783,3.3183783
1,Bongolava,2,0,4.47,1,1,2,1,Random transplanting,61,2,Local/traditional variety,2,4,Good,0,154,2,4,2,Motorised irrigation,514.05,71.52,17.88,2,Animal Drawn Equipment,1,2,Self-Consumption,3,Training,13.41,168,0.503322,0.14,0.502617349,5.026173492
2,Itasy,2,0,1.8,1,1,2,2,In-line transplanting,61,2,Local/traditional variety,2,3,Average,3,37,1,4,2,Motorised irrigation,253.8,100.8,3.6,2,Animal Drawn Equipment,1,3,Both,2,Seed Donation,9,129,0.03456,0.18,0.034497792,0.34497792
5,Vatovavy,1,0,0.7,1,1,1,2,In-line transplanting,61,2,Local/traditional variety,2,1,Very poor,3,21,1,3,3,Rain water irrigation,19.6,68.6,4.2,1,Manual Equipment,2,1,Sale,1,Financial aid,3.5,87,0.01344,0.11,0.013425216,0.13425216
2,Itasy,2,0,4.72,1,1,3,1,Random transplanting,61,2,Local/traditional variety,2,3,Average,3,115,2,4,1,Gravity irrigation,151.04,89.68,4.72,3,Motorized Equipment,1,2,Self-Consumption,2,Seed Donation,14.16,99,0.531472,0.23,0.530249614,5.302496144
2,Itasy,2,0,4.59,1,1,2,2,In-line transplanting,61,2,Local/traditional variety,2,3,Average,3,245,3,4,2,Motorised irrigation,59.67,197.37,32.13,3,Motorized Equipment,1,2,Self-Consumption,3,Training,13.77,140,0.516834,0.11,0.516265483,5.162654826
1,Bongolava,2,0,3.93,1,1,3,3,Broadcast sowing,61,2,Local/traditional variety,2,2,Poor,2,169,2,4,2,Motorised irrigation,176.85,235.8,27.51,3,Motorized Equipment,1,2,Self-Consumption,1,Financial aid,19.65,112,0.442518,0.22,0.44154446,4.415444604
4,Boeny,1,0,0.48,1,1,1,4,Direct row sowing,61,2,Local/traditional variety,2,3,Average,2,47,1,2,3,Rain water irrigation,48.48,13.92,2.88,1,Manual Equipment,2,1,Sale,1,Financial aid,1.92,35,0.09216,0.12,0.092049408,0.92049408
2,Itasy,2,0,1.42,1,1,3,1,Random transplanting,61,2,Local/traditional variety,2,5,Very Good,0,53,1,4,1,Gravity irrigation,49.7,100.82,7.1,2,Animal Drawn Equipment,1,2,Self-Consumption,2,Seed Donation,7.1,122,0.027264,0.21,0.027206746,0.272067456
3,Diana,2,0,3.67,1,1,2,4,Direct row sowing,61,2,Local/traditional variety,2,2,Poor,2,362,4,2,2,Motorised irrigation,183.5,11.01,3.67,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,11.01,140,0.413242,0.11,0.412787434,4.127874338
4,Boeny,1,0,0.11,1,1,1,1,Random transplanting,61,2,Local/traditional variety,2,3,Average,2,5,1,4,3,Rain water irrigation,10.34,0.77,0.22,1,Manual Equipment,2,1,Sale,2,Seed Donation,0.55,42,0.02112,0.18,0.021081984,0.21081984
5,Vatovavy,1,0,0.42,1,1,1,2,In-line transplanting,61,2,Local/traditional variety,2,3,Average,2,19,1,3,3,Rain water irrigation,20.16,18.06,0.42,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.26,45,0.08064,0.23,0.080454528,0.80454528
1,Bongolava,2,0,2.07,1,1,3,4,Direct row sowing,61,2,Local/traditional variety,2,5,Very Good,0,125,2,1,1,Gravity irrigation,105.57,161.46,2.07,2,Animal Drawn Equipment,1,2,Self-Consumption,5,Vulgarisation,10.35,96,0.039744,0.13,0.039692333,0.396923328
5,Vatovavy,1,0,0.2,1,1,1,1,Random transplanting,61,2,Local/traditional variety,2,3,Average,2,8,1,3,3,Rain water irrigation,25.4,10,1.8,1,Manual Equipment,2,1,Sale,1,Financial aid,0.8,59,0.0384,0.14,0.03834624,0.3834624
4,Boeny,1,0,0.36,1,1,1,3,Broadcast sowing,61,2,Local/traditional variety,2,1,Very poor,2,12,1,4,3,Rain water irrigation,29.88,19.08,3.24,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.08,53,0.06912,0.16,0.069009408,0.69009408
4,Boeny,1,0,0.73,1,1,1,4,Direct row sowing,61,2,Local/traditional variety,2,1,Very poor,2,46,1,2,3,Rain water irrigation,46.72,35.77,3.65,1,Manual Equipment,2,1,Sale,1,Financial aid,3.65,65,0.014016,0.14,0.013996378,0.139963776
4,Boeny,1,0,0.65,1,1,1,1,Random transplanting,61,2,Local/traditional variety,2,3,Average,2,16,1,4,3,Rain water irrigation,7.15,7.8,1.95,1,Manual Equipment,2,1,Sale,2,Seed Donation,2.6,90,0.01248,0.19,0.012456288,0.12456288
5,Vatovavy,1,0,0.35,1,1,1,2,In-line transplanting,61,2,Local/traditional variety,2,2,Poor,2,14,1,3,3,Rain water irrigation,7.35,15.4,2.45,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.05,54,0.0672,0.22,0.06705216,0.6705216
4,Boeny,1,0,0.81,1,1,1,2,In-line transplanting,61,2,Local/traditional variety,2,2,Poor,3,23,1,4,3,Rain water irrigation,113.4,5.67,1.62,1,Manual Equipment,2,1,Sale,1,Financial aid,2.43,68,0.015552,0.36,0.015496013,0.154960128
5,Vatovavy,1,0,0.35,1,1,1,1,Random transplanting,61,2,Local/traditional variety,2,1,Very poor,2,11,1,3,3,Rain water irrigation,47.6,31.15,0.35,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.4,36,0.0672,0.12,0.06711936,0.6711936
4,Boeny,1,0,0.47,1,1,1,1,Random transplanting,61,2,Local/traditional variety,2,3,Average,2,14,1,4,3,Rain water irrigation,6.58,27.73,1.41,1,Manual Equipment,2,1,Sale,1,Financial aid,1.41,54,0.09024,0.1,0.09014976,0.9014976
3,Diana,2,0,2.24,1,1,2,4,Direct row sowing,61,2,Local/traditional variety,2,2,Poor,2,138,2,2,2,Motorised irrigation,170.24,51.52,4.48,2,Animal Drawn Equipment,1,2,Self-Consumption,4,Support/Advice,11.2,184,0.043008,0.19,0.042926285,0.429262848
4,Boeny,1,0,0.97,1,1,1,4,Direct row sowing,61,2,Local/traditional variety,2,2,Poor,3,91,1,1,3,Rain water irrigation,117.37,24.25,9.7,1,Manual Equipment,2,3,Both,1,Financial aid,4.85,20,0.018624,0.23,0.018581165,0.185811648
5,Vatovavy,1,0,0.12,1,1,1,2,In-line transplanting,61,2,Local/traditional variety,2,2,Poor,3,6,1,4,3,Rain water irrigation,14.04,5.4,0.48,1,Manual Equipment,2,1,Sale,2,Seed Donation,0.48,82,0.02304,0.21,0.022991616,0.22991616
2,Itasy,2,0,4.76,1,1,3,4,Direct row sowing,61,2,Local/traditional variety,2,2,Poor,2,462,5,1,1,Gravity irrigation,171.36,414.12,4.76,2,Animal Drawn Equipment,1,2,Self-Consumption,3,Training,23.8,185,0.535976,0.11,0.535386426,5.353864264
4,Boeny,1,0,0.41,1,1,1,4,Direct row sowing,61,2,Local/traditional variety,2,2,Poor,2,27,1,2,3,Rain water irrigation,15.99,6.15,2.05,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.64,36,0.07872,0.18,0.078578304,0.78578304
2,Itasy,2,0,4.53,1,1,3,3,Broadcast sowing,61,2,Local/traditional variety,2,3,Average,2,254,3,3,1,Gravity irrigation,303.51,45.3,22.65,3,Motorized Equipment,1,2,Self-Consumption,1,Financial aid,22.65,97,0.510078,0.18,0.50915986,5.091598596
3,Diana,2,0,1.69,1,1,2,2,In-line transplanting,61,2,Local/traditional variety,2,3,Average,2,35,1,4,2,Motorised irrigation,101.4,1.69,10.14,2,Animal Drawn Equipment,1,2,Self-Consumption,2,Seed Donation,6.76,120,0.032448,0.18,0.032389594,0.323895936
1,Bongolava,2,0,4.47,1,1,3,2,In-line transplanting,61,2,Local/traditional variety,2,5,Very Good,0,211,3,3,1,Gravity irrigation,451.47,277.14,17.88,3,Motorized Equipment,1,2,Self-Consumption,2,Seed Donation,22.35,93,0.503322,0.17,0.502466353,5.024663526
3,Diana,2,0,3.47,1,1,3,2,In-line transplanting,61,2,Local/traditional variety,2,2,Poor,2,98,1,4,2,Motorised irrigation,263.72,329.65,20.82,2,Animal Drawn Equipment,1,3,Both,5,Vulgarisation,17.35,117,0.390722,0.13,0.390214061,3.902140614
4,Boeny,1,0,0.91,1,1,1,1,Random transplanting,61,2,Local/traditional variety,2,2,Poor,3,19,1,3,3,Rain water irrigation,30.94,30.94,5.46,1,Manual Equipment,2,2,Self-Consumption,2,Seed Donation,4.55,50,0.017472,0.12,0.017451034,0.174510336
2,Itasy,2,0,2.35,1,1,2,1,Random transplanting,61,2,Local/traditional variety,2,3,Average,3,132,2,4,1,Gravity irrigation,164.5,122.2,18.8,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,7.05,120,0.04512,0.12,0.045065856,0.45065856
2,Itasy,2,0,4.01,1,1,3,3,Broadcast sowing,61,2,Local/traditional variety,2,5,Very Good,0,173,2,4,2,Motorised irrigation,88.22,336.84,24.06,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,20.05,152,0.451526,0.18,0.450713253,4.507132532
5,Vatovavy,1,0,0.55,1,1,1,2,In-line transplanting,61,2,Local/traditional variety,2,3,Average,2,28,1,4,3,Rain water irrigation,60.5,20.35,3.85,1,Manual Equipment,2,1,Sale,1,Financial aid,2.2,84,0.01056,0.12,0.010547328,0.10547328
2,Itasy,2,0,2.93,1,1,3,4,Direct row sowing,61,2,Local/traditional variety,2,3,Average,2,280,3,1,1,Gravity irrigation,76.18,269.56,17.58,2,Animal Drawn Equipment,1,2,Self-Consumption,5,Vulgarisation,8.79,107,0.329918,0.18,0.329324148,3.293241476
5,Vatovavy,1,0,0.2,1,1,1,1,Random transplanting,61,2,Local/traditional variety,2,3,Average,2,8,1,3,3,Rain water irrigation,4,21,0.4,1,Manual Equipment,2,1,Sale,2,Seed Donation,0.8,59,0.0384,0.2,0.0383232,0.383232
1,Bongolava,2,0,4.71,1,1,3,3,Broadcast sowing,61,2,Local/traditional variety,2,5,Very Good,0,139,2,3,2,Motorised irrigation,178.98,259.05,37.68,2,Animal Drawn Equipment,1,2,Self-Consumption,5,Vulgarisation,14.13,189,0.530346,0.13,0.52965655,5.296565502
4,Boeny,1,0,0.97,1,1,1,3,Broadcast sowing,61,2,Local/traditional variety,2,2,Poor,3,21,1,4,3,Rain water irrigation,132.89,41.71,9.7,1,Manual Equipment,2,3,Both,2,Seed Donation,3.88,71,0.018624,0.12,0.018601651,0.186016512
5,Vatovavy,1,0,0.12,1,1,1,1,Random transplanting,61,2,Local/traditional variety,2,2,Poor,2,7,1,4,3,Rain water irrigation,10.92,13.08,0.72,1,Manual Equipment,2,1,Sale,1,Financial aid,0.48,82,0.02304,0.17,0.023000832,0.23000832
1,Bongolava,2,0,1.62,1,1,3,4,Direct row sowing,61,2,Local/traditional variety,2,2,Poor,2,119,2,2,2,Motorised irrigation,189.54,12.96,11.34,2,Animal Drawn Equipment,1,3,Both,2,Seed Donation,6.48,143,0.031104,0.16,0.031054234,0.310542336
2,Itasy,2,0,2.98,1,1,2,4,Direct row sowing,61,2,Local/traditional variety,2,4,Good,0,264,3,1,2,Motorised irrigation,226.48,11.92,14.9,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,11.92,134,0.335548,0.1,0.335212452,3.35212452
2,Itasy,2,0,4.06,1,1,2,1,Random transplanting,61,2,Local/traditional variety,2,4,Good,0,193,2,3,2,Motorised irrigation,93.38,353.22,8.12,3,Motorized Equipment,1,2,Self-Consumption,1,Financial aid,16.24,155,0.457156,0.22,0.456150257,4.561502568
1,Bongolava,2,0,5.03,1,1,3,3,Broadcast sowing,61,2,Local/traditional variety,2,2,Poor,3,260,3,3,1,Gravity irrigation,115.69,487.91,15.09,3,Motorized Equipment,1,2,Self-Consumption,3,Training,20.12,110,0.566378,0.13,0.565641709,5.656417086
2,Itasy,2,0,3.68,1,1,3,3,Broadcast sowing,61,2,Local/traditional variety,2,4,Good,0,82,1,3,2,Motorised irrigation,239.2,331.2,11.04,2,Animal Drawn Equipment,1,2,Self-Consumption,3,Training,14.72,81,0.414368,0.18,0.413622138,4.136221376
1,Bongolava,2,0,5.95,1,1,3,3,Broadcast sowing,61,2,Local/traditional variety,2,5,Very Good,0,286,3,4,2,Motorised irrigation,113.05,351.05,29.75,3,Motorized Equipment,1,2,Self-Consumption,5,Vulgarisation,23.8,175,0.66997,0.14,0.669032042,6.69032042
5,Vatovavy,1,0,0.86,1,1,1,1,Random transplanting,61,2,Local/traditional variety,2,1,Very poor,3,44,1,3,3,Rain water irrigation,116.96,59.34,1.72,1,Manual Equipment,2,1,Sale,2,Seed Donation,2.58,49,0.016512,0.16,0.016485581,0.164855808
5,Vatovavy,1,0,0.96,1,1,1,2,In-line transplanting,61,2,Local/traditional variety,2,3,Average,3,50,1,4,3,Rain water irrigation,97.92,10.56,8.64,1,Manual Equipment,2,3,Both,1,Financial aid,4.8,26,0.018432,0.18,0.018398822,0.183988224
1,Bongolava,2,0,2.15,1,1,2,4,Direct row sowing,61,2,Local/traditional variety,2,2,Poor,2,181,2,1,2,Motorised irrigation,174.15,79.55,10.75,2,Animal Drawn Equipment,1,3,Both,3,Training,8.6,168,0.04128,0.18,0.041205696,0.41205696
5,Vatovavy,1,0,0.13,1,1,1,1,Random transplanting,61,2,Local/traditional variety,2,2,Poor,3,3,1,4,3,Rain water irrigation,8.06,2.21,0.65,1,Manual Equipment,2,1,Sale,2,Seed Donation,0.39,80,0.02496,0.18,0.024915072,0.24915072
5,Vatovavy,1,0,0.73,1,1,1,2,In-line transplanting,61,2,Local/traditional variety,2,2,Poor,2,43,1,4,3,Rain water irrigation,13.14,56.94,1.46,1,Manual Equipment,2,1,Sale,2,Seed Donation,3.65,33,0.014016,0.18,0.013990771,0.139907712
5,Vatovavy,1,0,0.24,1,1,1,4,Direct row sowing,61,2,Local/traditional variety,2,2,Poor,2,21,1,2,3,Rain water irrigation,14.16,16.32,1.44,1,Manual Equipment,2,1,Sale,1,Financial aid,0.96,39,0.04608,0.18,0.045997056,0.45997056
3,Diana,2,0,2.31,1,1,2,3,Broadcast sowing,61,2,Local/traditional variety,2,2,Poor,3,119,2,4,1,Gravity irrigation,157.08,129.36,2.31,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,9.24,133,0.044352,0.2,0.044263296,0.44263296
4,Boeny,1,0,0.21,1,1,1,1,Random transplanting,61,2,Local/traditional variety,2,3,Average,3,11,1,3,3,Rain water irrigation,16.17,17.85,0.42,1,Manual Equipment,2,1,Sale,1,Financial aid,0.63,68,0.04032,0.11,0.040275648,0.40275648
2,Itasy,2,0,1.81,1,1,2,1,Random transplanting,61,2,Local/traditional variety,2,4,Good,0,53,1,3,1,Gravity irrigation,139.37,162.9,10.86,2,Animal Drawn Equipment,1,2,Self-Consumption,2,Seed Donation,5.43,92,0.034752,0.21,0.034679021,0.346790208
3,Diana,2,0,1.88,1,1,3,4,Direct row sowing,61,2,Local/traditional variety,2,1,Very poor,2,144,2,2,2,Motorised irrigation,41.36,13.16,7.52,2,Animal Drawn Equipment,1,2,Self-Consumption,2,Seed Donation,7.52,104,0.036096,0.2,0.036023808,0.36023808
5,Vatovavy,1,0,0.37,1,1,1,3,Broadcast sowing,61,2,Local/traditional variety,2,1,Very poor,2,22,1,4,3,Rain water irrigation,39.22,25.16,3.7,1,Manual Equipment,2,1,Sale,1,Financial aid,1.85,45,0.07104,0.12,0.070954752,0.70954752
1,Bongolava,2,0,1.34,1,1,2,1,Random transplanting,61,2,Local/traditional variety,2,2,Poor,3,34,1,4,2,Motorised irrigation,76.38,111.22,5.36,2,Animal Drawn Equipment,1,2,Self-Consumption,2,Seed Donation,4.02,83,0.025728,0.12,0.025697126,0.256971264
5,Vatovavy,1,0,0.82,1,1,1,3,Broadcast sowing,61,2,Local/traditional variety,2,2,Poor,2,44,1,3,3,Rain water irrigation,82,52.48,8.2,1,Manual Equipment,2,1,Sale,1,Financial aid,2.46,35,0.015744,0.18,0.015715661,0.157156608
4,Boeny,1,0,0.79,1,1,1,1,Random transplanting,61,2,Local/traditional variety,2,1,Very poor,2,44,1,3,3,Rain water irrigation,37.13,33.97,7.11,1,Manual Equipment,2,1,Sale,1,Financial aid,3.16,40,0.015168,0.1,0.015152832,0.15152832
5,Vatovavy,1,0,0.48,1,1,1,4,Direct row sowing,61,2,Local/traditional variety,2,3,Average,2,44,1,1,3,Rain water irrigation,47.52,35.04,4.8,1,Manual Equipment,2,1,Sale,1,Financial aid,1.44,21,0.09216,0.16,0.092012544,0.92012544
1,Bongolava,2,0,4.44,1,1,2,2,In-line transplanting,61,2,Local/traditional variety,2,2,Poor,3,204,3,3,1,Gravity irrigation,337.44,22.2,22.2,2,Animal Drawn Equipment,1,2,Self-Consumption,3,Training,22.2,169,0.499944,0.22,0.498844123,4.988441232
4,Boeny,1,0,0.82,1,1,1,1,Random transplanting,61,2,Local/traditional variety,2,2,Poor,2,37,1,4,3,Rain water irrigation,98.4,46.74,5.74,1,Manual Equipment,2,1,Sale,1,Financial aid,3.28,74,0.015744,0.21,0.015710938,0.157109376
5,Vatovavy,1,0,0.62,1,1,1,3,Broadcast sowing,61,2,Local/traditional variety,2,1,Very poor,2,17,1,3,3,Rain water irrigation,83.08,5.58,1.24,1,Manual Equipment,2,1,Sale,2,Seed Donation,2.48,44,0.011904,0.21,0.011879002,0.118790016
4,Boeny,1,0,0.82,1,1,1,4,Direct row sowing,61,2,Local/traditional variety,2,3,Average,2,80,1,2,3,Rain water irrigation,82.82,18.86,4.1,1,Manual Equipment,2,1,Sale,1,Financial aid,4.1,22,0.015744,0.14,0.015721958,0.157219584
2,Itasy,2,0,4.29,1,1,3,1,Random transplanting,61,2,Local/traditional variety,2,2,Poor,2,139,2,4,1,Gravity irrigation,471.9,291.72,25.74,3,Motorized Equipment,1,2,Self-Consumption,2,Seed Donation,21.45,171,0.483054,0.21,0.482039587,4.820395866
2,Itasy,2,0,2.25,1,1,3,1,Random transplanting,61,2,Local/traditional variety,2,2,Poor,3,65,1,3,1,Gravity irrigation,171,119.25,15.75,2,Animal Drawn Equipment,1,2,Self-Consumption,5,Vulgarisation,11.25,166,0.0432,0.2,0.0431136,0.431136
5,Vatovavy,1,0,0.33,1,1,1,2,In-line transplanting,61,2,Local/traditional variety,2,3,Average,2,10,1,4,3,Rain water irrigation,13.2,31.68,2.31,1,Manual Equipment,2,1,Sale,1,Financial aid,0.99,36,0.06336,0.12,0.063283968,0.63283968
4,Boeny,1,0,0.73,1,1,1,2,In-line transplanting,61,2,Local/traditional variety,2,1,Very poor,2,30,1,3,3,Rain water irrigation,21.17,56.21,4.38,1,Manual Equipment,2,1,Sale,2,Seed Donation,2.92,85,0.014016,0.36,0.013965542,0.139655424
1,Bongolava,2,0,4.94,1,1,2,2,In-line transplanting,61,2,Local/traditional variety,2,5,Very Good,0,163,2,3,2,Motorised irrigation,212.42,133.38,14.82,3,Motorized Equipment,1,2,Self-Consumption,5,Vulgarisation,14.82,111,0.556244,0.36,0.554241522,5.542415216
5,Vatovavy,1,0,0.59,1,1,1,3,Broadcast sowing,61,2,Local/traditional variety,2,3,Average,2,28,1,3,3,Rain water irrigation,18.88,8.26,0.59,1,Manual Equipment,2,1,Sale,1,Financial aid,2.95,30,0.011328,0.22,0.011303078,0.113030784
2,Itasy,2,0,1.6,1,1,3,4,Direct row sowing,61,2,Local/traditional variety,2,4,Good,0,130,2,2,1,Gravity irrigation,28.8,35.2,3.2,2,Animal Drawn Equipment,1,3,Both,1,Financial aid,4.8,186,0.03072,0.18,0.030664704,0.30664704
2,Itasy,2,0,1.86,1,1,2,4,Direct row sowing,61,2,Local/traditional variety,2,5,Very Good,0,116,2,1,1,Gravity irrigation,52.08,204.6,7.44,2,Animal Drawn Equipment,1,3,Both,1,Financial aid,5.58,121,0.035712,0.18,0.035647718,0.356477184
5,Vatovavy,1,0,0.33,1,1,1,3,Broadcast sowing,61,2,Local/traditional variety,2,3,Average,3,19,1,3,3,Rain water irrigation,10.23,16.83,1.98,1,Manual Equipment,2,1,Sale,1,Financial aid,0.99,42,0.06336,0.18,0.063245952,0.63245952
4,Boeny,1,0,0.59,1,1,1,1,Random transplanting,61,2,Local/traditional variety,2,3,Average,3,34,1,4,3,Rain water irrigation,72.57,27.14,1.18,1,Manual Equipment,2,1,Sale,1,Financial aid,2.36,24,0.011328,0.12,0.011314406,0.113144064
2,Itasy,2,0,3.78,1,1,3,1,Random transplanting,61,2,Local/traditional variety,2,5,Very Good,0,146,2,4,2,Motorised irrigation,544.32,177.66,15.12,2,Animal Drawn Equipment,1,2,Self-Consumption,3,Training,11.34,129,0.425628,0.2,0.424776744,4.24776744
4,Boeny,1,0,0.91,1,1,1,1,Random transplanting,61,2,Local/traditional variety,2,2,Poor,3,27,1,3,3,Rain water irrigation,16.38,10.92,5.46,1,Manual Equipment,2,2,Self-Consumption,1,Financial aid,2.73,27,0.017472,0.21,0.017435309,0.174353088
2,Itasy,2,0,1.87,1,1,2,1,Random transplanting,61,2,Local/traditional variety,2,4,Good,0,72,1,3,2,Motorised irrigation,52.36,173.91,18.7,2,Animal Drawn Equipment,1,2,Self-Consumption,2,Seed Donation,7.48,150,0.035904,0.18,0.035839373,0.358393728
2,Itasy,2,0,4.28,1,1,2,3,Broadcast sowing,61,2,Local/traditional variety,2,3,Average,3,215,3,4,2,Motorised irrigation,269.64,282.48,17.12,2,Animal Drawn Equipment,1,2,Self-Consumption,4,Support/Advice,21.4,111,0.481928,0.15,0.481205108,4.81205108
3,Diana,2,0,2.06,1,1,2,1,Random transplanting,61,2,Local/traditional variety,2,3,Average,2,109,2,4,2,Motorised irrigation,177.16,10.3,18.54,2,Animal Drawn Equipment,1,3,Both,2,Seed Donation,8.24,94,0.039552,0.2,0.039472896,0.39472896
2,Itasy,2,0,4.08,1,1,2,2,In-line transplanting,61,2,Local/traditional variety,2,3,Average,2,209,3,4,1,Gravity irrigation,542.64,138.72,20.4,2,Animal Drawn Equipment,1,2,Self-Consumption,5,Vulgarisation,16.32,108,0.459408,0.18,0.458581066,4.585810656
1,Bongolava,2,0,6.28,1,1,2,1,Random transplanting,61,2,Local/traditional variety,2,5,Very Good,0,282,3,4,2,Motorised irrigation,885.48,389.36,50.24,3,Motorized Equipment,1,2,Self-Consumption,0,None,31.4,152,0.707128,0.16,0.705996595,7.059965952
5,Vatovavy,1,0,0.63,1,1,1,3,Broadcast sowing,61,2,Local/traditional variety,2,3,Average,3,29,1,3,3,Rain water irrigation,56.07,21.42,3.78,1,Manual Equipment,2,1,Sale,1,Financial aid,1.89,60,0.012096,0.21,0.012070598,0.120705984
5,Vatovavy,1,0,0.76,1,1,1,1,Random transplanting,61,2,Local/traditional variety,2,1,Very poor,3,22,1,3,3,Rain water irrigation,33.44,38,7.6,1,Manual Equipment,2,1,Sale,2,Seed Donation,3.04,72,0.014592,0.16,0.014568653,0.145686528
4,Boeny,1,0,0.32,1,1,1,4,Direct row sowing,61,2,Local/traditional variety,2,3,Average,3,30,1,1,3,Rain water irrigation,16.96,14.72,2.88,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.6,64,0.06144,0.12,0.061366272,0.61366272
2,Itasy,2,0,3.07,1,1,2,2,In-line transplanting,61,2,Local/traditional variety,2,4,Good,0,86,1,3,1,Gravity irrigation,254.81,267.09,30.7,2,Animal Drawn Equipment,1,2,Self-Consumption,5,Vulgarisation,12.28,177,0.345682,0.11,0.34530175,3.453017498
1,Bongolava,2,0,1.72,1,1,2,1,Random transplanting,61,2,Local/traditional variety,2,2,Poor,3,47,1,4,2,Motorised irrigation,24.08,98.04,10.32,2,Animal Drawn Equipment,1,2,Self-Consumption,2,Seed Donation,5.16,182,0.033024,0.19,0.032961254,0.329612544
